688252.900000	673685.400000	424.180000	Fault_interpretation_100	0
688381.300000	673620.700000	672.490000	Fault_interpretation_100	0
688494.100000	673563.800000	915.140000	Fault_interpretation_100	0
688231.400000	673584.300000	387.930000	Fault_interpretation_100	1
688462.200000	673467.900000	873.150000	Fault_interpretation_100	1
688525.100000	673436.200000	978.610000	Fault_interpretation_100	1
688376.900000	673846.900000	419.660000	Fault_interpretation_100	2
688526.400000	673771.500000	725.780000	Fault_interpretation_100	2
688592.000000	673738.500000	859.580000	Fault_interpretation_100	2
688373.900000	673736.400000	420.790000	Fault_interpretation_100	3
688541.700000	673651.800000	758.650000	Fault_interpretation_100	3
688612.500000	673616.100000	861.840000	Fault_interpretation_100	3
690460.400000	677052.100000	459.080000	Fault_interpretation_38	4
690607.900000	676977.700000	724.140000	Fault_interpretation_38	4
690794.700000	676883.600000	976.480000	Fault_interpretation_38	4
690952.000000	676804.300000	1098.310000	Fault_interpretation_38	4
688880.700000	675944.600000	348.220000	Fault_interpretation_38	5
688962.500000	675903.400000	590.970000	Fault_interpretation_38	5
689024.000000	675872.400000	764.580000	Fault_interpretation_38	5
689171.600000	675798.000000	950.560000	Fault_interpretation_38	5
689331.000000	675717.600000	1269.370000	Fault_interpretation_38	5
689791.900000	675485.300000	2346.160000	Fault_interpretation_38	5
688463.200000	675259.200000	419.120000	Fault_interpretation_38	6
688524.700000	675228.200000	605.100000	Fault_interpretation_38	6
688672.100000	675153.900000	842.550000	Fault_interpretation_38	6
688753.100000	675113.100000	1022.940000	Fault_interpretation_38	6
688791.800000	675093.600000	1116.990000	Fault_interpretation_38	6
689105.400000	674935.500000	2108.020000	Fault_interpretation_38	6
688721.200000	675129.200000	942.700000	Fault_interpretation_38	6
689395.900000	676580.800000	400.500000	Fault_interpretation_38	7
689457.500000	676549.800000	577.760000	Fault_interpretation_38	7
689547.600000	676504.300000	735.350000	Fault_interpretation_38	7
689674.600000	676440.400000	894.830000	Fault_interpretation_38	7
689830.300000	676361.800000	1034.760000	Fault_interpretation_38	7
689947.300000	676302.900000	1263.660000	Fault_interpretation_38	7
690196.700000	676177.200000	1905.950000	Fault_interpretation_38	7
689908.600000	676322.400000	1164.100000	Fault_interpretation_38	7
689682.500000	676884.300000	427.120000	Fault_interpretation_38	8
689817.800000	676816.100000	643.250000	Fault_interpretation_38	8
689952.900000	676748.000000	776.110000	Fault_interpretation_38	8
690047.200000	676700.500000	845.250000	Fault_interpretation_38	8
690157.700000	676644.700000	944.420000	Fault_interpretation_38	8
690210.300000	676618.200000	1130.790000	Fault_interpretation_38	8
690460.100000	676492.300000	1897.660000	Fault_interpretation_38	8
690248.600000	676598.900000	1255.380000	Fault_interpretation_38	8
690274.600000	676585.800000	1308.010000	Fault_interpretation_38	8
688021.700000	674787.400000	394.270000	Fault_interpretation_38	9
688144.500000	674725.500000	697.210000	Fault_interpretation_38	9
688267.300000	674663.600000	904.500000	Fault_interpretation_38	9
688382.000000	674605.800000	1083.420000	Fault_interpretation_38	9
689108.100000	674239.800000	2108.020000	Fault_interpretation_38	9
688266.600000	675111.900000	394.270000	Fault_interpretation_38	10
688389.500000	675050.000000	697.210000	Fault_interpretation_38	10
688512.300000	674988.100000	904.500000	Fault_interpretation_38	10
688910.200000	674787.500000	2124.760000	Fault_interpretation_38	10
688641.700000	674922.800000	1213.970000	Fault_interpretation_38	10
688078.000000	674781.400000	560.250000	Fault_interpretation_38	11
688265.600000	674686.900000	909.390000	Fault_interpretation_38	11
688521.700000	674557.800000	1294.210000	Fault_interpretation_38	11
689091.600000	674270.600000	2138.570000	Fault_interpretation_38	11
688954.200000	676131.600000	286.260000	Fault_interpretation_38	12
689069.100000	676073.600000	608.630000	Fault_interpretation_38	12
689228.700000	675993.200000	851.380000	Fault_interpretation_38	12
689440.200000	675886.600000	1188.940000	Fault_interpretation_38	12
689856.400000	675676.800000	1847.790000	Fault_interpretation_38	12
688627.000000	675400.600000	403.100000	Fault_interpretation_38	13
688717.200000	675355.100000	580.250000	Fault_interpretation_38	13
688831.800000	675297.300000	847.850000	Fault_interpretation_38	13
688913.700000	675256.100000	1205.690000	Fault_interpretation_38	13
689035.400000	675194.700000	1947.540000	Fault_interpretation_38	13
688894.600000	675265.700000	1075.580000	Fault_interpretation_38	13
689122.100000	676270.900000	298.630000	Fault_interpretation_38	14
689195.900000	676233.700000	520.060000	Fault_interpretation_38	14
689277.900000	676192.400000	748.560000	Fault_interpretation_38	14
689474.500000	676093.300000	957.620000	Fault_interpretation_38	14
689991.100000	675832.900000	1817.420000	Fault_interpretation_38	14
688733.400000	675570.900000	367.650000	Fault_interpretation_38	15
688803.100000	675535.800000	576.710000	Fault_interpretation_38	15
688913.700000	675480.100000	768.110000	Fault_interpretation_38	15
688979.000000	675447.100000	915.100000	Fault_interpretation_38	15
689067.600000	675402.500000	1155.820000	Fault_interpretation_38	15
689195.700000	675337.900000	1881.100000	Fault_interpretation_38	15
689042.100000	675415.300000	1053.310000	Fault_interpretation_38	15
689093.500000	675389.400000	1269.370000	Fault_interpretation_38	15
690329.600000	677006.100000	492.720000	Fault_interpretation_38	16
690432.000000	676954.400000	673.400000	Fault_interpretation_38	16
690645.000000	676847.100000	933.820000	Fault_interpretation_38	16
690941.000000	676697.900000	1451.930000	Fault_interpretation_38	16
690992.100000	676672.100000	1557.200000	Fault_interpretation_38	16
690844.900000	676746.300000	1274.890000	Fault_interpretation_38	16
690928.300000	676704.300000	1410.520000	Fault_interpretation_38	16
689252.800000	676429.000000	342.080000	Fault_interpretation_38	17
689334.500000	676387.800000	567.040000	Fault_interpretation_38	17
689379.700000	676365.000000	671.630000	Fault_interpretation_38	17
689441.300000	676334.000000	781.410000	Fault_interpretation_38	17
